YR_EST,LAT_DEG,LONG_DEG,ELEV,PostOffice,State,County,DateEstablished,DateDiscontinued,ZipCode
1868,46.0041275,-95.682824,412,EVANSVILLE,MN,DOUGLAS COUNTY,06/08/1868,,56326
1868,44.9435732,-94.8799994,339,LAKE LILLIAN,MN,KANDIYOHI COUNTY,06/08/1868,,56253
1868,41.0525588,-80.6078509,307,STRUTHERS,OH,MAHONING COUNTY,06/08/1868,,44471
1868,40.4862045,-76.0074362,101,CENTERPORT,PA,BERKS COUNTY,06/11/1868,,19516
1868,,,,MC KNIGHTSTOWN,PA,ADAMS COUNTY,06/15/1868,,17343
1868,,,,ROCKCASTLE SPRINGS,KY,LAUREL COUNTY,06/17/1868,5/15/36,
1868,42.0283379,-97.4169964,464,NORFOLK,NE,MADISON COUNTY,06/19/1868,,68701
1868,37.4217197,-90.3101157,225,ZION,MO,HENRY COUNTY,06/22/1868,12/08/1868,
1868,44.942457,-95.7236371,284,MONTEVIDEO,MN,CHIPPEWA COUNTY,06/23/1868,,56265
1868,38.395394,-75.4129736,15,PITTSVILLE,MD,WICOMICO COUNTY,06/23/1868,,21850
1868,40.3009255,-76.2491181,177,KLEINFELTERSVILLE,PA,LEBANON COUNTY,06/29/1868,,17039
1868,43.6541362,-96.2128071,447,LUVERNE,MN,ROCK COUNTY,06/29/1868,,56156
1868,43.0278475,-75.2715534,216,CHADWICKS,NY,ONEIDA COUNTY,06/30/1868,,13319
1868,31.6229546,-93.9810245,81,PATROON,TX,SHELBY COUNTY,07/02/1868,7/19/74,
1868,41.1427623,-102.9779785,1246,SIDNEY,NE,CHEYENNE COUNTY,07/02/1868,,69162
1868,43.8666294,-93.0510314,394,BLOOMING PRAIRIE,MN,STEELE COUNTY,07/07/1868,,55917
1868,41.3969461,-96.6114157,398,CEDAR BLUFFS,NE,SAUNDERS COUNTY,07/10/1868,,68015
1868,38.9796179,-121.3755114,34,SHERIDAN,CA,PLACER COUNTY,07/10/1868,,95681
1868,39.104166,-95.8585978,278,SILVER LAKE,KS,SHAWNEE COUNTY,07/10/1868,,66539
1868,38.8979586,-123.2144507,281,YORKVILLE,CA,MENDOCINO COUNTY,07/14/1868,,95494
1868,42.4111995,-72.6223117,51,NORTH HATFIELD,MA,HAMPSHIRE COUNTY,07/18/1868,,1066
1868,41.9288774,-95.49389,348,DOW CITY,IA,CRAWFORD COUNTY,07/21/1868,,51528
1868,37.6253267,-95.7505373,259,BENEDICT,KS,WILSON COUNTY,07/23/1868,,66714
1868,37.9895115,-86.3130295,247,PAYNEVILLE,KY,MEADE COUNTY,07/27/1868,,40157
1868,38.4792158,-89.6784275,128,NEW MEMPHIS,IL,CLINTON COUNTY,07/28/1868,,62266
1868,43.6035756,-92.8318541,381,ROSE CREEK,MN,MOWER COUNTY,07/28/1868,,55970
1868,39.3108745,-91.4884887,232,VANDALIA,MO,COOPER COUNTY,07/28/1868,08/25/1868,
1868,41.6441557,-93.4646571,291,ALTOONA,IA,POLK COUNTY,07/31/1868,,50009
1868,40.2331483,-76.1371684,128,DENVER,PA,LANCASTER COUNTY,08/07/1868,,17517
1868,31.605168,-89.9984156,83,SILVER CREEK,MS,LAWRENCE COUNTY,08/07/1868,,39663
1868,,,,COLFAX,MN,MOWER COUNTY,08/11/1868,01/10/1870,
1868,44.3860723,-95.8903015,402,LYND,MN,LYON COUNTY,08/14/1868,,56157
1868,38.8803256,-90.1112184,132,EAST ALTON,IL,MADISON COUNTY,08/17/1868,,62024
1868,30.8971332,-96.8510921,109,MAYSFIELD,TX,MILAM COUNTY,08/20/1868,11/2/02,76555
1868,40.6277824,-96.9614174,412,CRETE,NE,SALINE COUNTY,08/26/1868,,68333
1868,,,,FAME,KS,GREENWOOD COUNTY,08/26/1868,3/15/20,
1868,37.5339386,-95.8266483,273,FREDONIA,KS,WILSON COUNTY,08/26/1868,,66736
1868,38.6597333,-94.8502396,271,HILLSDALE,KS,MIAMI COUNTY,08/26/1868,,66036
1868,39.3585058,-120.9416143,1032,LAKE CITY,CA,MODOC COUNTY,08/26/1868,,96115
1868,40.2572989,-78.5844615,434,PAVIA,PA,BEDFORD COUNTY,08/26/1868,12/31/43,
1868,40.4813926,-96.9605841,405,WILBER,NE,SALINE COUNTY,08/26/1868,,68465
1868,39.9027733,-95.0827511,260,FORBES,MO,HOLT COUNTY,08/28/1868,1/31/75,
1868,35.0134203,-86.3558226,283,ELORA,TN,LINCOLN COUNTY,09/03/1868,,37328
1868,41.0095417,-74.1729222,107,WYCKOFF,NJ,BERGEN COUNTY,09/08/1868,,7481
1868,45.4013471,-91.8490626,338,BARRON,WI,BARRON COUNTY,09/09/1868,,54812
1868,34.3684295,-86.908616,184,FALKVILLE,AL,MORGAN COUNTY,09/09/1868,,35622
1868,40.4733743,-90.2917904,197,SMITHFIELD,IL,FULTON COUNTY,09/15/1868,,61477
1868,40.9025867,-76.2085485,252,ZION GROVE,PA,SCHUYLKILL COUNTY,09/21/1868,,17985
1868,37.5194642,-97.0128147,369,DOUGLASS,KS,BUTLER COUNTY,09/24/1868,,67039
1868,31.6593332,-90.8678792,145,PERTH,MS,JEFFERSON COUNTY,09/28/1868,4/30/26,
1868,40.7488903,-95.8136126,283,PERCIVAL,IA,FREMONT COUNTY,10/06/1868,,51648
1868,34.5584338,-89.1192349,122,MYRTLE,MS,UNION COUNTY,10/07/1868,,38650
1868,37.6866844,-96.9767024,389,AUGUSTA,KS,BUTLER COUNTY,10/12/1868,,67010
1868,42.2511982,-73.7801253,33,OAKDALE,NY,SUFFOLK COUNTY,10/14/1868,,11769
1868,40.6837121,-73.5101258,7,WANTAGH,NY,NASSAU COUNTY,10/16/1868,,11793
1868,43.8734979,-116.4993012,720,EMMETT,ID,GEM COUNTY,10/21/1868,,83617
1868,38.4967376,-84.5641099,295,CORINTH,KY,GRANT COUNTY,10/22/1868,,41010
1868,41.7910697,-107.2386627,2072,RAWLINS,WY,CARBON COUNTY,10/22/1868,,82301
1868,37.4931121,-95.4702575,317,THAYER,KS,NEOSHO COUNTY,10/22/1868,,66776
1868,38.5662988,-119.5071119,1567,COLEVILLE,CA,MONO COUNTY,11/23/1868,,96107
1868,43.7207974,-91.9768224,261,LANESBORO,MN,FILLMORE COUNTY,11/28/1868,,55949
1868,38.0279762,-121.8846806,8,PITTSBURG,CA,CONTRA COSTA COUNTY,12/01/1868,,94565
1868,45.8565951,-111.3324599,1294,MANHATTAN,MT,GALLATIN COUNTY,12/07/1868,,59741
1868,33.2031774,-94.6802055,124,NAPLES,TX,MORRIS COUNTY,12/07/1868,,75568
1868,30.8829628,-87.7730474,82,BAY MINETTE,AL,BALDWIN COUNTY,12/21/1868,,36507
1868,41.0241795,-98.1592257,538,CHAPMAN,NE,MERRICK COUNTY,12/28/1868,,68827
1868,45.0419073,-93.7891331,281,DELANO,MN,WRIGHT COUNTY,12/28/1868,,55328
1868,33.9243121,-81.3937132,163,GILBERT,SC,LEXINGTON COUNTY,12/28/1868,,29054
1868,37.3444975,-94.6210673,284,OPOLIS,KS,CRAWFORD COUNTY,12/30/1868,,66760
1869,38.9134345,-80.1800804,510,TALLMANSVILLE,WV,UPSHUR COUNTY,01/05/1869,,26237
1869,37.0064832,-82.8979391,468,PARTRIDGE,KY,LETCHER COUNTY,01/07/1869,,40862
1869,38.7775738,-83.330186,208,BLUE CREEK,OH,ADAMS COUNTY,01/08/1869,,45616
1869,,,,SELZERTOWN,MS,JEFFERSON COUNTY,01/14/1869,01/27/1870,
1869,35.1185869,-120.5907252,36,ARROYO GRANDE,CA,SAN LUIS OBISPO COUNTY,01/15/1869,,93420
1869,,,,TURKEY CREEK,AZ,YAVAPAI COUNTY,01/15/1869,09/20/1869,
1869,40.0847055,-104.8130275,1496,FORT LUPTON,CO,WELD COUNTY,01/18/1869,,80621
1869,40.8324211,-115.7631232,1544,ELKO,NV,ELKO COUNTY,01/29/1869,,89801
1869,57.79,-152.4072222,15,KODIAK,AK,,01/29/1869,04/12/1875,
1869,41.3127771,-96.3461353,348,VALLEY,NE,DOUGLAS COUNTY,01/29/1869,,68064
1869,41.4036007,-95.0138776,369,ATLANTIC,IA,CASS COUNTY,02/02/1869,,50022
1869,40.5891907,-92.6335251,299,COATSVILLE,MO,SCHUYLER COUNTY,02/02/1869,,63535
1869,42.3221498,-111.2977044,1823,MONTPELIER,ID,BEAR LAKE COUNTY,02/09/1869,,83254
1869,40.3784023,-80.3278401,366,BULGER,PA,WASHINGTON COUNTY,02/10/1869,,15019
1869,40.1569952,-84.2391115,263,ROSSVILLE,OH,DARKE COUNTY,02/12/1869,03/24/1873,
1869,40.767323,-74.2048677,48,EAST ORANGE,NJ,ESSEX COUNTY,02/15/1869,,7019
1869,40.5717306,-80.7264665,217,IRONDALE,OH,JEFFERSON COUNTY,02/17/1869,,43932
1869,34.7301615,-77.0843934,9,PELETIER,NC,CARTERET COUNTY,02/17/1869,6/30/53,
1869,41.1115888,-114.96449,1716,WELLS,NV,ELKO COUNTY,02/17/1869,,89835
1869,37.6922361,-97.3375448,397,WICHITA,KS,SEDGWICK COUNTY,02/17/1869,,67276
1869,27.8964147,-81.8431374,38,BARTOW,FL,POLK COUNTY,02/23/1869,,33830
1869,41.2152927,-97.8358893,494,CLARKS,NE,MERRICK COUNTY,02/26/1869,,68628
1869,41.8930715,-91.1507132,256,STANWOOD,IA,CEDAR COUNTY,03/05/1869,,52337
1869,38.3432471,-120.5121479,795,RAIL ROAD FLAT,CA,CALAVERAS COUNTY,03/17/1869,,95248
1869,,,,SHAVANO,TX,BEXAR COUNTY,03/17/1869,5/15/03,
1869,40.5175281,-92.5763013,300,GLENWOOD,MO,SCHUYLER COUNTY,03/19/1869,,63541
1869,39.8411112,-95.7280415,373,FAIRVIEW,KS,BROWN COUNTY,03/23/1869,,66425
1869,39.5459466,-75.4124178,6,QUINTON,NJ,SALEM COUNTY,03/23/1869,,8072
1869,43.3952551,-90.7742959,221,SOLDIERS GROVE,WI,CRAWFORD COUNTY,03/23/1869,,54655
1869,43.0158045,-95.03749,398,GILLETT GROVE,IA,CLAY COUNTY,03/29/1869,,51341
1869,45.237184,-91.9815675,317,PRAIRIE FARM,WI,BARRON COUNTY,03/29/1869,,54762
1869,44.2833001,-92.4221257,257,ZUMBRO FALLS,MN,WABASHA COUNTY,04/02/1869,,55991
1869,32.7153292,-117.1572551,20,SAN DIEGO,CA,SAN DIEGO COUNTY,04/08/1869,,92199
1869,39.008059,-97.8755983,395,TESCOTT,KS,OTTAWA COUNTY,04/08/1869,,67484
1869,42.0931574,-70.7925408,14,NORTH PEMBROKE,MA,PLYMOUTH COUNTY,04/12/1869,,2358
1869,43.0308323,-89.150114,291,NORA,WI,DANE COUNTY,04/13/1869,8/30/02,
1869,36.791225,-81.7712324,636,GLADE SPRING,VA,WASHINGTON COUNTY,04/15/1869,,24340
1869,39.5585686,-111.8618734,1620,LEVAN,UT,JUAB COUNTY,04/22/1869,,84639
1869,,,,EUREKA,NY,SULLIVAN COUNTY,04/24/1869,10/31/42,
1869,28.6805529,-81.5095165,40,APOPKA,FL,ORANGE COUNTY,04/26/1869,,32703
1869,44.5282947,-94.8805473,308,FRANKLIN,MN,RENVILLE COUNTY,04/26/1869,,55333
1869,40.4789477,-83.2574174,288,WOODLAND,OH,UNION COUNTY,04/27/1869,10/15/07,
1869,29.3738515,-97.564994,91,WRIGHTSBORO,TX,GONZALES COUNTY,04/27/1869,,78677
1869,34.3951539,-80.1628468,82,PINE RIDGE,SC,LEXINGTON COUNTY,05/04/1869,3/15/08,
1869,,,,RICHLAND MILLS,VA,STAFFORD COUNTY,05/06/1869,01/05/1882,
1869,34.039542,-85.9269145,180,EDWARDSVILLE,AL,CLEBURNE COUNTY,05/20/1869,,36261
1869,,,,SOUTH HAVEN,CT,NEW HAVEN COUNTY,06/03/1869,06/28/1881,
1869,39.8553545,-80.3136803,305,HOLBROOK,PA,GREENE COUNTY,06/10/1869,,15341
1869,40.4652804,-96.8497484,420,CLATONIA,NE,GAGE COUNTY,06/15/1869,,68328
1869,42.4214691,-74.886825,427,EAST MEREDITH,NY,DELAWARE COUNTY,06/15/1869,,13757
1869,39.8211946,-78.8455767,498,GLENCOE,PA,SOMERSET COUNTY,06/15/1869,8/13/84,15543
1869,38.5204001,-78.8375257,386,LINVILLE,VA,ROCKINGHAM COUNTY,06/15/1869,,22834
1869,37.5569911,-94.6219034,277,MULBERRY,KS,CRAWFORD COUNTY,06/15/1869,,66756
1869,33.4483771,-112.0740373,331,PHOENIX,AZ,MARICOPA COUNTY,06/15/1869,,85026
1869,45.690204,-112.2830556,1393,SILVER STAR,MT,MADISON COUNTY,06/15/1869,6/10/95,59751
1869,39.035,-87.053,160,SWITZ CITY,IN,GREENE COUNTY,06/15/1869,,47465
1869,39.5897206,-95.612759,338,WHITING,KS,JACKSON COUNTY,06/15/1869,,66552
1869,41.3894574,-97.4947685,456,DUNCAN,NE,PLATTE COUNTY,06/17/1869,,68634
1869,,,,FIR CAP,CA,SIERRA COUNTY,06/17/1869,11/03/1886,
1869,31.5190623,-92.706816,29,COLFAX,LA,GRANT PARISH,06/24/1869,,71417
1869,37.1692278,-94.8441239,278,COLUMBUS,KS,CHEROKEE COUNTY,06/24/1869,,66725
1869,39.6534464,-75.5165881,3,PENNSVILLE,NJ,SALEM COUNTY,06/24/1869,,8070
1869,39.794452,-97.7836543,439,SCANDIA,KS,REPUBLIC COUNTY,06/24/1869,,66966
1869,46.7785434,-88.4890193,192,BARAGA,MI,BARAGA COUNTY,06/29/1869,,49908
1869,40.0444376,-94.8208015,278,ROSENDALE,MO,ANDREW COUNTY,06/29/1869,,64483
1869,40.0475457,-85.3941377,324,SPRINGPORT,IN,HENRY COUNTY,06/29/1869,,47386
1869,46.6811527,-68.3330948,222,FRENCHVILLE,ME,AROOSTOOK COUNTY,07/06/1869,2/28/97,4745
1869,,,,PLAINSBERG,CA,MERCED COUNTY,07/06/1869,12/15/07,
1869,35.3795285,-89.5681327,96,BRADEN,TN,FAYETTE COUNTY,07/15/1869,11/21/09,38010
1869,40.5355554,-96.3000112,344,BURR,NE,OTOE COUNTY,07/15/1869,8/1/96,68324
1869,45.2172755,-70.4784009,359,EUSTIS,ME,FRANKLIN COUNTY,07/15/1869,,4936
1869,42.2334337,-70.880045,17,HINGHAM CENTER,MA,PLYMOUTH COUNTY,07/15/1869,1/31/36,
1869,,,,TENNESSEE RIVER STATION,TN,STEWART COUNTY,07/15/1869,01/26/1871,
1869,38.7937283,-76.2941165,2,WITTMAN,MD,TALBOT COUNTY,07/15/1869,,21676
1869,41.2644569,-92.2490711,243,HAYESVILLE,IA,KEOKUK COUNTY,07/19/1869,,52562
1869,33.5481597,-86.5444288,191,LEEDS,AL,JEFFERSON COUNTY,07/20/1869,,35094
1869,44.6261137,-85.5286785,255,MAYFIELD,MI,GRAND TRAVERSE COUNTY,07/20/1869,,49666
1869,40.8930888,-88.4053323,210,SAUNEMIN,IL,LIVINGSTON COUNTY,07/20/1869,,61769
1869,42.891199,-71.1431152,76,EAST HAMPSTEAD,NH,ROCKINGHAM COUNTY,07/21/1869,,3826
1869,45.5391335,-93.8199742,309,SANTIAGO,MN,SHERBURNE COUNTY,07/23/1869,11/1/85,55377
1869,36.2492237,-88.1530946,147,SPRINGVILLE,TN,HENRY COUNTY,07/23/1869,,38256
1869,37.8783803,-88.3933791,113,TEXAS CITY,IL,SALINE COUNTY,07/23/1869,11/30/35,
1869,38.605607,-90.9945866,151,DUTZOW,MO,WARREN COUNTY,07/30/1869,,63342
1869,,,,AVON BY THE SEA,NJ,MONMOUTH COUNTY,08/04/1869,,7717
1869,32.5404281,-94.2382471,125,SCOTTSVILLE,TX,HARRISON COUNTY,08/04/1869,,75688
1869,41.9308618,-88.9645382,276,CRESTON,IL,OGLE COUNTY,08/11/1869,,60113
1869,33.0314508,-111.3873431,454,FLORENCE,AZ,PINAL COUNTY,08/19/1869,,85232
1869,37.6069885,-87.5286167,118,SEBREE,KY,WEBSTER COUNTY,08/25/1869,,42455
1869,41.7336092,-92.445463,278,BROOKLYN,IA,POWESHIEK COUNTY,08/28/1869,,52211
1869,36.8856121,-88.6344933,121,BOAZ,KY,GRAVES COUNTY,09/20/1869,,42027
1869,45.2166751,-85.0139419,181,BOYNE CITY,MI,CHARLEVOIX COUNTY,09/20/1869,,49712
1869,38.8186155,-95.6891498,343,CARBONDALE,KS,OSAGE COUNTY,09/20/1869,,66414
1869,31.2990599,-87.0224721,55,CASTLEBERRY,AL,CONECUH COUNTY,09/20/1869,,36432
1869,36.918387,-85.7863622,247,EIGHTY EIGHT,KY,BARREN COUNTY,09/20/1869,12/17/94,42130
1869,45.1271847,-94.5280474,344,LITCHFIELD,MN,MEEKER COUNTY,09/20/1869,,55355
1869,38.7567817,-76.8096924,68,ROSARYVILLE,MD,PRINCE GEORGES COUNTY,09/20/1869,10/20/25,
1869,45.1219075,-95.0433424,348,WILLMAR,MN,KANDIYOHI COUNTY,09/20/1869,,56201
1869,31.6984446,-106.3249824,1119,YSLETA,TX,EL PASO COUNTY,09/20/1869,7/31/59,
1869,39.067054,-76.6652449,46,GAMBRILLS,MD,ANNE ARUNDEL COUNTY,09/22/1869,,21054
1869,44.4615118,-123.1103713,81,SHEDD,OR,LINN COUNTY,09/22/1869,,97377
1869,,,,LACYGNE,KS,LINN COUNTY,09/24/1869,,66040
1869,37.3403384,-95.2610838,275,PARSONS,KS,LABETTE COUNTY,09/25/1869,,67357
1869,40.9847791,-78.3064051,515,BIGLER,PA,CLEARFIELD COUNTY,09/29/1869,,16825
1869,32.3257022,-90.9270496,27,DELTA,LA,MADISON PARISH,09/29/1869,,71233
1869,,,,ALEXANDRIA,CA,MERCED COUNTY,10/04/1869,10/12/1871,
1869,,,,CANEY,MO,OZARK COUNTY,10/04/1869,06/04/1872,
1869,40.2398118,-76.9199742,133,CAMP HILL,PA,CUMBERLAND COUNTY,10/08/1869,,17011
1869,41.7000885,-75.1712832,391,WEST DAMASCUS,PA,WAYNE COUNTY,10/08/1869,3/15/13,
1869,38.9139818,-80.7498222,224,SAND FORK,WV,GILMER COUNTY,10/13/1869,,26430
1869,42.4883119,-93.5449323,371,WILLIAMS,IA,HAMILTON COUNTY,10/13/1869,,50271
1869,34.2337747,-79.1486504,17,NICHOLS,SC,MARION COUNTY,10/21/1869,,29581
1869,36.1054312,-77.7127535,39,WHITAKERS,NC,NASH COUNTY,10/21/1869,,27891
1869,44.5291286,-90.8893143,312,HUMBIRD,WI,CLARK COUNTY,10/25/1869,,54746
1869,40.4689327,-91.1704225,208,FERRIS,IL,HANCOCK COUNTY,10/26/1869,,62336
1869,43.4289577,-76.3821576,127,SOUTH SCRIBA,NY,OSWEGO COUNTY,10/26/1869,7/14/06,
1869,40.8166665,-96.4302879,412,EAGLE,NE,CASS COUNTY,11/05/1869,,68347
1869,37.2892269,-95.9116515,254,ELK CITY,KS,MONTGOMERY COUNTY,11/05/1869,,67344
1869,35.5840472,-78.3558342,70,WILSONS MILLS,NC,JOHNSTON COUNTY,11/09/1869,,27593
1869,40.3933994,-81.3337215,263,DENNISON,OH,TUSCARAWAS COUNTY,11/10/1869,,44621
1869,,,,ROUGH AND READY FURNACE,TN,STEWART COUNTY,11/10/1869,07/22/1873,
1869,43.0755822,-85.6091987,202,BELMONT,MI,KENT COUNTY,11/11/1869,,49306
1869,38.3339926,-81.1751099,303,LIZEMORES,WV,CLAY COUNTY,11/12/1869,,25125
1869,38.7055591,-97.4280856,372,GYPSUM,KS,SALINE COUNTY,11/16/1869,,67448
1869,32.9967846,-95.9402451,172,LONE OAK,TX,HUNT COUNTY,11/17/1869,,75453
1869,45.138852,-94.7780564,371,ATWATER,MN,KANDIYOHI COUNTY,11/22/1869,,56209
1869,38.8756695,-75.9960505,16,CORDOVA,MD,TALBOT COUNTY,11/22/1869,,21625
1869,40.0347221,-96.0483352,325,DU BOIS,NE,PAWNEE COUNTY,11/24/1869,,68345
1869,40.0547171,-95.0791411,267,NEW POINT,MO,HOLT COUNTY,11/26/1869,3/7/80,
1869,38.5736176,-97.6744838,406,LINDSBORG,KS,MC PHERSON COUNTY,12/01/1869,,67456
1869,37.4172671,-87.4808336,133,HANSON,KY,HOPKINS COUNTY,12/07/1869,,42413
1869,39.7458688,-92.3332389,255,ANABEL,MO,MACON COUNTY,12/08/1869,2/25/06,63431
1869,47.2577003,-91.3004437,214,BEAVER BAY,MN,LAKE COUNTY,12/09/1869,,55601
1869,37.0373005,-95.6163665,225,COFFEYVILLE,KS,MONTGOMERY COUNTY,12/13/1869,,67337
1869,29.9146493,-90.0539604,0,GRETNA,LA,JEFFERSON PARISH,12/20/1869,,70053
1869,43.6227748,-87.7945323,213,OOSTBURG,WI,SHEBOYGAN COUNTY,12/20/1869,,53070
1869,38.7611129,-102.7893667,1306,KIT CARSON,CO,CHEYENNE COUNTY,12/22/1869,,80825
1869,39.2133293,-97.0055692,348,WAKEFIELD,KS,CLAY COUNTY,12/22/1869,,67487
1869,40.9532359,-117.4892882,1342,GOLCONDA,NV,HUMBOLDT COUNTY,12/23/1869,,89414
1869,41.8283401,-97.455048,483,MADISON,NE,MADISON COUNTY,12/23/1869,,68748
1869,38.0765019,-80.8923179,580,RUSSELLVILLE,WV,GREENBRIER COUNTY,12/24/1869,7/1/89,26689
1869,44.3381147,-72.1573191,297,EAST PEACHAM,VT,CALEDONIA COUNTY,12/29/1869,12/30/33,
1870,,,,APPANOOSE,KS,DOUGLAS COUNTY,01/04/1870,1/31/02,
1870,36.207241,-106.3186397,1849,ABIQUIU,NM,RIO ARRIBA COUNTY,01/05/1870,,87510
1870,42.0911853,-76.5499445,275,LOCKWOOD,NY,TIOGA COUNTY,01/07/1870,,14859
1870,46.0113409,-92.9443707,315,HINCKLEY,MN,PINE COUNTY,01/08/1870,,55037
1870,39.482013,-82.3282074,215,HAYDENVILLE,OH,HOCKING COUNTY,01/10/1870,,43127
1870,36.175592,-105.0480608,2197,OCATE,NM,MORA COUNTY,01/10/1870,,87734
1870,39.1670033,-84.4985541,170,SAINT BERNARD,OH,HAMILTON COUNTY,01/13/1870,6/30/02,
1870,38.4336272,-94.4827301,264,BURDETT,MO,BATES COUNTY,01/17/1870,4/14/04,
1870,40.7138067,-116.1039663,1495,CARLIN,NV,ELKO COUNTY,01/20/1870,,89822
1870,38.335609,-90.6881844,204,DITTMER,MO,JEFFERSON COUNTY,01/20/1870,,63023
1870,39.4781708,-75.1312929,33,ROSENHAYN,NJ,CUMBERLAND COUNTY,01/20/1870,,8352
1870,41.1053033,-91.5471052,223,SWEDESBURG,IA,HENRY COUNTY,01/20/1870,,52652
1870,38.7800472,-89.5981424,159,PIERRON,IL,BOND COUNTY,01/25/1870,,62273
1870,34.3070406,-92.4012654,84,SHERIDAN,AR,GRANT COUNTY,01/25/1870,,72150
1870,41.4362113,-71.6945097,16,WOOD RIVER JUNCTION,RI,WASHINGTON COUNTY,01/25/1870,,2894
1870,29.8379836,-91.5442793,5,BALDWIN,LA,SAINT MARY PARISH,01/27/1870,,70514
1870,39.9815001,-75.3565797,107,BROOMALL,PA,DELAWARE COUNTY,01/28/1870,,19008
1870,,,,KINGSBRIDGE,NY,NEW YORK COUNTY,01/31/1870,03/17/1875,
1870,33.110396,-86.584149,151,SHELBY,AL,SHELBY COUNTY,01/31/1870,,35143
1870,40.7456399,-76.7891353,151,DORNSIFE,PA,NORTHUMBERLAND COUNTY,02/04/1870,,17823
1870,33.060673,-95.4721734,163,COMO,TX,HOPKINS COUNTY,02/07/1870,,75431
1870,44.3570691,-122.8578637,140,CRAWFORDSVILLE,OR,LINN COUNTY,02/08/1870,,97336
1870,39.8775553,-84.3021673,279,ENGLEWOOD,OH,MONTGOMERY COUNTY,02/08/1870,,45322
1870,39.7397992,-79.5944888,512,GIBBON GLADE,PA,FAYETTE COUNTY,02/08/1870,,15440
1870,40.8656515,-75.2065677,158,BANGOR,PA,NORTHAMPTON COUNTY,02/09/1870,,18013
1870,37.8673519,-79.5494864,406,DENMARK,VA,ROCKBRIDGE COUNTY,02/10/1870,7/31/07,
1870,42.8541658,-97.8972907,396,SPRINGFIELD,SD,BON HOMME COUNTY,02/10/1870,,57062
1870,37.4703117,-96.2636066,316,HOWARD,KS,ELK COUNTY,02/14/1870,,67349
1870,43.2232917,-93.7924434,388,CRYSTAL LAKE,IA,HANCOCK COUNTY,02/17/1870,,50432
1870,41.808434,-71.3369973,12,SEEKONK,MA,BRISTOL COUNTY,02/17/1870,,2771
1870,34.0217639,-86.0885852,167,ATTALLA,AL,ETOWAH COUNTY,02/21/1870,,35954
1870,42.5530753,-87.9334118,212,PLEASANT PRAIRIE,WI,KENOSHA COUNTY,02/21/1870,,53158
1870,39.9287093,-76.8505282,147,THOMASVILLE,PA,YORK COUNTY,02/23/1870,,17364
1870,,,,OHKAY OWINGEH,NM,RIO ARRIBA COUNTY,02/25/1870,,87566
1870,40.5719842,-85.7691477,259,SWEETSER,IN,GRANT COUNTY,02/28/1870,,46987
1870,42.2888154,-111.3982633,1810,OVID,ID,BEAR LAKE COUNTY,03/01/1870,6/8/96,83260
1870,,,,ROADSIDE,VA,ROCKINGHAM COUNTY,03/02/1870,03/27/1883,
1870,41.4542793,-70.5619724,1,OAK BLUFFS,MA,DUKES COUNTY,03/07/1870,,2557
1870,42.6481264,-75.5465703,330,SHERBURNE FOUR CORNERS,NY,CHENANGO COUNTY,03/10/1870,1/31/34,
1870,41.0172179,-95.4022179,322,EMERSON,IA,MILLS COUNTY,03/11/1870,,51533
1870,40.9816579,-95.1041535,352,STANTON,IA,MONTGOMERY COUNTY,03/11/1870,,51573
1870,42.2912093,-71.1244966,14,ROSLINDALE,MA,SUFFOLK COUNTY,03/15/1870,05/17/1875,
1870,35.5698087,-94.3668792,239,CEDARVILLE,AR,CRAWFORD COUNTY,03/16/1870,,72932
1870,43.0977516,-92.0626697,329,NAVAN,IA,WINNESHIEK COUNTY,03/16/1870,6/30/09,
1870,38.1881152,-86.6127629,165,CELINA,IN,PERRY COUNTY,03/24/1870,2/28/51,
1870,41.6712049,-73.7631865,123,BILLINGS,NY,DUTCHESS COUNTY,03/25/1870,,12510
1870,,,,IRON CITY,UT,IRON COUNTY,03/25/1870,06/15/1882,
1870,40.7798218,-74.8507224,287,PLEASANT GROVE,NJ,MORRIS COUNTY,04/04/1870,7/30/10,
1870,41.6075936,-73.7345749,106,SYLVAN LAKE,NY,DUTCHESS COUNTY,04/04/1870,9/30/03,
1870,42.9622815,-78.5130793,242,SOUTH NEWSTEAD,NY,ERIE COUNTY,04/06/1870,6/29/07,
1870,41.5207015,-122.5202995,844,GAZELLE,CA,SISKIYOU COUNTY,04/15/1870,,96034
1870,41.3098746,-122.3105666,1099,MOUNT SHASTA,CA,SISKIYOU COUNTY,04/15/1870,,96067
1870,,,,DOVER,CA,MERCED COUNTY,04/18/1870,05/19/1874,
1870,40.1139242,-87.8730857,202,FITHIAN,IL,VERMILION COUNTY,04/18/1870,,61844
1870,40.1139237,-87.9561449,204,OGDEN,IL,CHAMPAIGN COUNTY,04/18/1870,,61859
1870,41.2978722,-74.459324,125,PINE ISLAND,NY,ORANGE COUNTY,04/18/1870,,10969
1870,37.4108841,-94.70496,287,PITTSBURG,KS,CRAWFORD COUNTY,04/18/1870,,66762
1870,40.15035,-80.4278443,315,DONLEY,PA,WASHINGTON COUNTY,04/20/1870,1/21/01,
1870,40.4233142,-104.7091322,1425,GREELEY,CO,WELD COUNTY,04/21/1870,,80631
1870,43.5052421,-92.944081,368,LYLE,MN,MOWER COUNTY,04/25/1870,,55953
1870,,,,OVERTON,AZ,PAH UTE COUNTY,04/25/1870,12/16/1872,
